source,bucket,text,label,n_labels
factrueval2016,ORG_ONLY,""" Учитывая планируемый объем внешних заимствований (7 миллиардов долларов), покупки валюты Минфином, скорее всего, будут носить весьма ограниченный характер и не окажут существенного воздействия на валютный рынок.",[],0
factrueval2016,LOC_ONLY,""" Мы считаем, что китайско-американские отношения сохраняют здоровое и стабильное развитие, что отвечает интересам КНР и США и народов двух стран.",[],0
factrueval2016,LOC_ONLY,"По некоторым данным, в КНДР было зафиксировано несколько случаев нападения разъяренных жителей на представителей правоохранительных органов, патрулирующих рынки.",[],0
factrueval2016,ORG_ONLY,"А компания "" Трансстрой'', например, не предоставила нам данных подтверждащих опыт строительства федеральных трасс.''",[],0
factrueval2016,LOC_ONLY,""" Такое назначение принесет большую пользу Сербии и будет способствовать повышению качества управления государственными делами, особенно в экономической сфере'', — приводит издание мнение своего источника.",[],0
factrueval2016,LOC_ONLY,"Поэтому я прошу, чтобы российское правительство потребовало объяснений и добилось моего возвращения в РФ'', — добавил он.",[],0
factrueval2016,LOC_ONLY,"В поздравительной телеграмме, в частности, отмечается, что Россию и Финляндию объединяют отношения подлинного добрососедства и конструктивного сотрудничества, основанные на доверии и взаимоуважении.",[],0
factrueval2016,LOC_ONLY,""" Были попытки спровоцировать подряд несколько скандалов с флагами, хотя само по себе использование национальных флагов (разумеется, не флагов экстремистских организаций) на свадьбах и других торжествах в КЧР было всегда.",[],0
factrueval2016,LOC_ONLY,Еще один памятник создателю одного из важнейших средств массовой информации появится в его родном городе Муроме.,[],0
nerel,LOC_ORG,"Пресс-служба МВД сообщила, что расследование по данному факту проводит прокуратура Бишкека.",[],0
nerel,LOC_ORG,"""Все оборудование находилось на территории Киргизии с ведома и разрешения киргизских властей"", - сказал собеседник агентства.",[],0
nerel,LOC_ORG,"""Дом и оборудование находились под защитой киргизских властей"", - отмечает пресс-служба.",[],0
nerel,LOC_ORG,"Посольство США считает случившееся ""неприятным инцидентом"" и выражает надежду что ""США и Киргизия могли бы продолжить усилия по улучшению антитеррористических возможностей Киргизии"".",[],0
nerel,LOC_ORG,"""Всеми вопросами, связанными с данным случаем, занимается посольство США"", - сообщили РИА Новости в пресс-службе базы.",[],0
nerel,LOC_ONLY,На этот раз партия вмешиваться в башкирские дела не стала.,[],0
nerel,LOC_ORG,"Причиной очередной отставки источник ""Ъ"" в башкирской администрации назвал отсутствие у чиновника ярко выраженных лидерских качеств и недостатки в оргработе.",[],0
nerel,LOC_ORG,Тогда же было принято решение о штаб-квартире ФСЭГ.,[],0
nerel,LOC_ONLY,"Россия активно лоббировала Санкт-Петербург, но в ходе тайного голосования большинство предпочло Доху.",[],0
nerel,LOC_ORG,"Это подтвердил ""Ъ"" один из участников встречи в Дохе.",[],0
nerel,LOC_ORG,"Но подысканный в спешке кандидат может оказаться неспособен развивать ""газовую ОПЕК"" в нужном для Москвы ключе.",[],0
nerel,LOC_ORG,"Российское правительство тогда предлагало устроить штаб-квартиру в Санкт-Петербурге, однако в ходе голосования победила именно Доха.",[],0
nerel,ORG_ONLY,В рамках ФСЭГ участники организации обмениваются информацией об объемах добычи и экспорта газа.,[],0
nerel,ORG_ONLY,Влияние этой организации на рынок по сравнению с ОПЕК (Организацией стран - экспортеров нефти) невелико: ФСЭГ практически не может влиять на цены на мировом рынке.,[],0
nerel,LOC_ONLY,"Россия является крупнейшим экспортером газа в мире, поэтому она может рассчитывать на большой вес в организации.",[],0
nerel,ORG_ONLY,Каждый раз Верховный суд аннулировал приговоры судов низших инстанций.,[],0
nerel,LOC_ONLY,Ранее все потенциальные претенденты от России отказались бороться за предлагаемую им должность.,[],0
nerel,ORG_ONLY,"Данная должность является ключевой для организации, поскольку занимающий этот пост человек должен обеспечивать разработку бюджета и программу форума, а также управлять его работой.",[],0
nerel,ORG_ONLY,"Хотя ФСЭГ и называют ""газовой ОПЕК"", эта организация пока не имеет такого же влияния на рынок газа, как ОПЕК - на рынок нефти.",[],0
nerel,LOC_ONLY,Произошли перестановки и в Ленинградском военном округе.,[],0
nerel,ORG_ONLY,"Решение означает, что лаборатория не сможет проводить допинг-тесты под эгидой ВАДА или другой международной организации.",[],0
nerel,ORG_ONLY,"Тем не менее раннее творчество Rammstein не вызывало столь критичного отношения со стороны государственных органов, несмотря на присутствие в нём темы сексуального насилия.",[],0
nerel,LOC_ONLY,"Украина, считающая этот кредит политически обусловленным, решила не возвращать его на прежних условиях.",[],0
nerel,LOC_ONLY,"Кроме того, Украина провела существенную расчистку своих кредитных обязательств, реструктуризировав их практически со всеми сторонами за исключением России, которая настаивала на эксклюзивном статусе.",[],0
nerel,LOC_ONLY,Штаб-квартира движения находится на территории Сирии в городе Эр-Ракка.,[],0
nerel,ORG_ONLY,Полиция опубликовала фоторобот стрелка – темноволосого бородатого мужчины в очках.,[],0
nerel,LOC_ONLY,"Я сказала, что вернусь в США, только чтобы забрать свои вещи.",[],0
nerel,LOC_ONLY,"«Наш комплекс может переработать всю гречку, выращенную в Калининградской области.",[],0
nerel,LOC_ONLY,В ответ на это из Чечни на него обрушился шквал критики и оскорблений.,[],0
nerel,LOC_ONLY,"Также заявлял, что готов вернуться в Руанду, но только в прежнем статусе.",[],0
nerel,ORG_ONLY,При этом «Пересвет» винит в своих бедах средства массовой информации.,[],0
nerel,ORG_ONLY,Рейтинг «Пересвета» по национальной шкале был понижен до «ruCCC-» с «ruA+».,[],0
nerel,ORG_ONLY,"То есть структуры, получившие деньги, не имеют реальных активов, а «Пересвет» при этом является их единственным кредитором, поясняли в Fitch.",[],0
nerel,ORG_ONLY,"Тогда без «мигалок» остались аппарат правительства, многие министерства, федеральные агентства и службы, Центризбирком и региональные законодательные власти.",[],0
nerel,LOC_ONLY,При этом в Москве или Ростове-на-Дону может пройти панихида.,[],0
nerel,LOC_ONLY,"Получил мировую известность, принимая участие в гастролях советского цирка на Западе.",[],0
nerel,LOC_ONLY,"Ребёнок был отнят у проживающих в Майами родственников, с тем чтобы вернуть отцу, проживавшему на Кубе.",[],0
nerel,LOC_ONLY,"«Это удивительный опыт, и я надеюсь, что женщины Америки будут мною гордиться», — сказала она после утверждения.",[],0
nerel,ORG_ONLY,"Чиновники были рекомендованы в краевое правительство для того, чтобы «разбить клановость» при распределении дорожных подрядов в крае и городе.",[],0
nerel,ORG_ONLY,"Соисполнителем всех подзаконных актов обозначена ФСБ, которая, в свою очередь, совсем не торопится готовить подзаконные акты к закону о тотальной слежке, хотя все выделенные для этого сроки уже давно истекли.",[],0
nerel,LOC_ONLY,"В одной из своих поездок он познакомился с будущей женой, но, когда та заскучала по родине и захотела вернуться в Германию, проблемы с законом дали себя знать.",[],0
nerel,LOC_ONLY,Лакомство стало вариацией на тему традиционных в Италии пасхальных шоколадных яиц.,[],0
nerel,ORG_ONLY,"При этом в комитете образования пояснили, что прописи, тетради к учебникам и прочие вспомогательные пособия родителям придется по-прежнему покупать за свои кровные.",[],0
nerel,ORG_ONLY,"Ранее речь шла о возможном слиянии команды ""Спартак"" с ""Академией футбола"", пишет ""Житье-бытье"".",[],0
nerel,ORG_ONLY,"В зависимости от результатов первенства либо ""Спартак"" вливался в ""Академию"", либо наоборот.",[],0
nerel,LOC_ONLY,- Она должна представлять весь тамбовский футбол и существовать в интересах его развития.,[],0
nerel,ORG_ONLY,"Новый клуб стал частью системы, в которую не смог встроиться ""Спартак"".",[],0
nerel,ORG_ONLY,"Футбольный клуб ""Тамбов"" будет существовать в форме некоммерческого партнерства, одним из учредителей которого стал облспорткомитет.",[],0
nerel,LOC_ONLY,Выступать он будет в красно-синей форме цветов флага Тамбовской области с гербом региона на груди.,[],0
nerel,LOC_ONLY,"Действие решения относительно обхода шифрования проводится в рамках закона о следственных полномочиях, что позволяет осуществлять беспрецедентный надзор за гражданами Великобритании .",[],0
nerel,LOC_ONLY,"Это означает, что любая компания в Великобритании, имеющая доступ к средствам связи и информации, по закону обязана сделать эти данные открытыми для правоохранительных органов, когда они сочтут это необходимым, и ни одна компания не имеет право создавать технологию, которая препятствует сбору этих данных.",[],0
nerel,LOC_ONLY,Это серьёзно ставит под сомнение конфиденциальность граждан Великобритании.,[],0
nerel,LOC_ONLY,"По его словам, предлагаемое им Чехии временное техническое правительство обеспечит расследование коррупционного скандала и не допустит политического давления на следствие.",[],0
nerel,ORG_ONLY,"Если и они не получат одобрения парламента, то будут назначены внеочередные парламентские выборы.",[],0
nerel,LOC_ONLY,"Ну, что же, в этом случае Чехии придется жить по временному бюджету.",[],0
nerel,ORG_ONLY,"По его словам, при передаче собора потребуется ряд сложных согласований, поскольку храм находится под охраной ЮНЕСКО, и в нём хранится большое количество музейных предметов.",[],0
nerel,ORG_ONLY,"В ходе задержания супругам сообщили, что процедура проводится по запросу ФБР и Интерпола.",[],0
nerel,ORG_ONLY,"Все новости экономики и бизнеса на сайте агентства Прайм >> ""Мы переходим к практической стадии реализации проекта.",[],0
nerel,ORG_ONLY,Также правительство должно предусмотреть в законопроектах блокировку по решению суда операторами и провайдерами телекоммуникаций определённых информационных ресурсов и сервисов.,[],0
nerel,ORG_ONLY,"До настоящего времени она занимала пост в министерстве иностранных дел, однако содержание её работы там не раскрывается.",[],0
nerel,ORG_ONLY,"Главным направлением деятельности ''Group DF'' является азотный бизнес, осуществляемый через холдинг ''Ostchem'', который считается одним из крупнейших игроков на мировом рынке азотных удобрений.",[],0
nerel,ORG_ONLY,"«Работа по созданию военного полицейского корпуса находится на завершающем этапе, в ходе которого особое внимание будет уделено формированию нормативной правовой базы.",[],0
